u_arrival_time,optimal_alpha_lp,optimal_alpha_simple_lp
103,0.658673192184118,0.6317870321560357
104,0.6586837038581627,0.6318565400843881
105,0.6586943282116462,0.6319261213720314
106,0.6587050654596248,0.6319957761351634
107,0.6587159158174658,0.632065504490227
108,0.6587268795008557,0.632135306553911
109,0.6587379567258026,0.6322051824431516
110,0.6587491477086287,0.6322751322751321
111,0.65876045266598,0.6323451561672842
112,0.6587718718148192,0.632415254237288
113,0.6587834053724316,0.6324854266030735
114,0.6587950535564214,0.6325556733828206
115,0.6588068165847113,0.63262599469496
116,0.6588186946755525,0.632696390658174
117,0.6588306880475119,0.6327668613913965
118,0.6588427969194808,0.6328374070138147
119,0.6588550215106731,0.6329080276448695
120,0.6588673620406249,0.6329787234042551
121,0.6588798187291993,0.6330494944119209
122,0.6588923917965777,0.6331203407880721
123,0.6589050814632726,0.6331912626531697
124,0.6589178879501151,0.6332622601279315
125,0.6589308114782625,0.6333333333333332
126,0.6589438522692043,0.6334044823906082
127,0.6589570105447486,0.6334757074212491
128,0.6589702865270334,0.6335470085470083
129,0.6589836804385241,0.6336183858898983
130,0.6589971925020117,0.6336898395721924
131,0.6590108229406146,0.6337613697164257
132,0.659024571977784,0.6338329764453959
133,0.6590384398372946,0.6339046598821637
134,0.6590524267432518,0.6339764201500534
135,0.6590665329200944,0.6340482573726539
136,0.6590807585925845,0.6341201716738196
137,0.6590951039858184,0.6341921631776701
138,0.6591095693252274,0.6342642320085927
139,0.6591241548365654,0.6343363782912411
140,0.6591388607459232,0.6344086021505375
141,0.6591536872797243,0.6344809037116727
142,0.6591686346647228,0.6345532831001075
143,0.6591837031280093,0.6346257404415723
144,0.6591988928970006,0.6346982758620688
145,0.6592142041994578,0.6347708894878705
146,0.6592296372634667,0.6348435814455231
147,0.6592451923174539,0.6349163518618455
148,0.6592608695901787,0.6349892008639306
149,0.6592766693107388,0.6350621285791463
150,0.6592925917085657,0.635135135135135
151,0.6593086370134268,0.635208220659816
152,0.6593248054554303,0.635281385281385
153,0.6593410972650171,0.6353546291283161
154,0.6593575126729708,0.6354279523293606
155,0.659374051910409,0.63550135501355
156,0.6593907152087918,0.635574837310195
157,0.6594075027999169,0.6356483993488875
158,0.6594244149159213,0.6357220412595004
159,0.6594414517892824,0.6357957631721889
160,0.6594586136528198,0.6358695652173911
161,0.6594759007396924,0.6359434475258291
162,0.6594933132834019,0.6360174102285091
163,0.6595108515177925,0.6360914534567228
164,0.6595285156770478,0.6361655773420477
165,0.6595463059956965,0.6362397820163486
166,0.6595642227086115,0.6363140676117774
167,0.6595822660510073,0.6363884342607745
168,0.6596004362584434,0.6364628820960697
169,0.659618733566828,0.6365374112506824
170,0.6596371582124043,0.6366120218579233
171,0.6596557104317745,0.636686714051394
172,0.6596743904618753,0.6367614879649888
173,0.6596931985399962,0.6368363437328952
174,0.6597121349037739,0.6369112814895945
175,0.6597311997911881,0.6369863013698628
176,0.6597503934405692,0.6370614035087717
177,0.6597697160905985,0.6371365880416894
178,0.6597891679803006,0.6372118551042809
179,0.6598087493490543,0.6372872048325094
180,0.6598284604365837,0.6373626373626372
181,0.6598483014829688,0.6374381528312257
182,0.659868272728634,0.6375137513751373
183,0.6598883744143597,0.6375894331315354
184,0.659908606781274,0.6376651982378853
185,0.659928970070859,0.6377410468319558
186,0.6599494645249511,0.637816979051819
187,0.6599700903857372,0.637892995035852
188,0.6599908478957586,0.6379690949227371
189,0.6600117372979092,0.638045278851463
190,0.6600327588354374,0.6381215469613258
191,0.6600539127519497,0.6381978993919291
192,0.6600751992914036,0.6382743362831855
193,0.6600966186981143,0.6383508577753181
194,0.660118171216755,0.6384274640088592
195,0.6601398570923508,0.6385041551246536
196,0.6601616765702885,0.638580931263858
197,0.660183629896313,0.6386577925679422
198,0.6602057173165204,0.6387347391786902
199,0.6602279390773753,0.6388117712382009
200,0.6602502954256918,0.6388888888888888
201,0.6602727866086516,0.638966092273485
202,0.6602954128737901,0.6390433815350388
203,0.6603181744690086,0.6391207568169168
204,0.660341071642564,0.639198218262806
205,0.6603641046430792,0.639275766016713
206,0.6603872737195347,0.6393534002229652
207,0.6604105791212782,0.6394311210262129
208,0.6604340210980165,0.6395089285714285
209,0.6604575998998207,0.6395868230039082
210,0.6604813157771271,0.6396648044692737
211,0.6605051689807336,0.639742873113471
212,0.6605291597618054,0.6398210290827738
213,0.6605532883718713,0.6398992725237825
214,0.6605775550628259,0.6399776035834266
215,0.6606019600869321,0.6400560224089633
216,0.6606265036968159,0.6401345291479819
217,0.6606511861454745,0.6402131239484014
218,0.6606760076862689,0.6402918069584734
219,0.6607009685729305,0.6403705783267826
220,0.6607260690595588,0.640449438202247
221,0.660751309400623,0.6405283867341202
222,0.6607766898509597,0.6406074240719909
223,0.6608022106657788,0.6406865503657848
224,0.6608278721006582,0.6407657657657655
225,0.6608536744115474,0.640845070422535
226,0.6608796178547659,0.6409244644870348
227,0.6609057026870103,0.6410039481105468
228,0.660931929165345,0.641083521444695
229,0.6609582975472077,0.6411631846414453
230,0.6609848080904112,0.6412429378531073
231,0.6610114610531422,0.6413227812323344
232,0.6610382566939618,0.6414027149321265
233,0.6610651952718016,0.641482739105829
234,0.6610922770459774,0.6415628539071345
235,0.6611195022761718,0.6416430594900848
236,0.661146871222453,0.6417233560090702
237,0.6611743841452558,0.6418037436188313
238,0.6612020413053993,0.6418842224744606
239,0.6612298429640819,0.6419647927314024
240,0.6612577893828754,0.6420454545454544
241,0.6612858808237312,0.6421262080727684
242,0.661314117548982,0.642207053469852
243,0.6613424998213424,0.6422879908935684
244,0.6613710279039008,0.6423690205011388
245,0.6613997020601324,0.6424501424501421
246,0.6614285225538916,0.6425313568985174
247,0.6614574896494145,0.6426126640045635
248,0.66148660361132,0.6426940639269405
249,0.6615158647046113,0.6427755568246715
250,0.6615452731946708,0.6428571428571427
251,0.6615748293472692,0.642938822184105
252,0.6616045334285586,0.6430205949656749
253,0.6616343857050793,0.6431024613623353
254,0.661664386443751,0.6431844215349368
255,0.6616945359118869,0.643266475644699
256,0.661724834377182,0.6433486238532108
257,0.6617552821077174,0.6434308663224324
258,0.6617858793719656,0.6435132032146956
259,0.6618166264387828,0.6435956346927052
260,0.661847523577417,0.64367816091954
261,0.6618785710575037,0.6437607820586543
262,0.6619097691490649,0.6438434982738779
263,0.6619411181225191,0.6439263097294184
264,0.6619726182486677,0.6440092165898615
265,0.6620042697987114,0.6440922190201728
266,0.6620360730442335,0.6441753171856976
267,0.662068028257218,0.6442585112521638
268,0.6621001357100329,0.644341801385681
269,0.6621323956754467,0.6444251877527437
270,0.6621648084266161,0.6445086705202311
271,0.6621973742370958,0.6445922498554075
272,0.6622300933808322,0.6446759259259258
273,0.6622629661321678,0.6447596988998262
274,0.66229599276584,0.6448435689455386
275,0.6623291735569828,0.6449275362318839
276,0.6623625087811271,0.6450116009280741
277,0.6623959987142034,0.6450957632037142
278,0.6624296436325338,0.6451800232288034
279,0.6624634438128438,0.6452643811737362
280,0.6624973995322568,0.6453488372093023
281,0.6625315110682913,0.6454333915066898
282,0.6625657786988729,0.6455180442374853
283,0.6626002027023205,0.6456027955736748
284,0.6626347833573561,0.6456876456876456
285,0.6626695209431066,0.6457725947521865
286,0.6627044157390949,0.6458576429404899
287,0.6627394680252496,0.6459427904261528
288,0.6627746780819032,0.6460280373831774
289,0.6628100461897878,0.646113383985973
290,0.6628455726300438,0.6461988304093566
291,0.6628812576842128,0.6462843768285543
292,0.6629171016342422,0.6463700234192036
293,0.6629531047624866,0.6464557703573519
294,0.6629892673517043,0.6465416178194605
295,0.663025589685061,0.6466275659824045
296,0.6630620720461309,0.646713615023474
297,0.6630987147188936,0.6467997651203756
298,0.6631355179877388,0.6468860164512337
299,0.6631724821374647,0.6469723691945913
300,0.6632096074532754,0.6470588235294116
301,0.663246894220791,0.6471453796350792
302,0.6632843427260366,0.6472320376914016
303,0.66332195325545,0.6473187978786091
304,0.6633597260958813,0.6474056603773582
305,0.6633976615345902,0.6474926253687313
306,0.6634357598592513,0.6475796930342382
307,0.6634740213579509,0.6476668635558179
308,0.6635124463191897,0.6477541371158391
309,0.6635510350318813,0.6478415138971022
310,0.6635897877853548,0.64792899408284
311,0.6636287048693541,0.6480165778567196
312,0.6636677865740376,0.6481042654028434
313,0.6637070331899834,0.6481920569057497
314,0.6637464450081816,0.6482799525504149
315,0.6637860223200458,0.648367952522255
316,0.6638257654173999,0.6484560570071258
317,0.6638656745924939,0.6485442661913248
318,0.6639057501379897,0.6486325802615932
319,0.6639459923469748,0.6487209994051157
320,0.6639864015129523,0.6488095238095235
321,0.6640269779298488,0.6488981536628944
322,0.6640677218920095,0.6489868891537544
323,0.6641086336942034,0.6490757304710791
324,0.664149713631622,0.6491646778042957
325,0.6641909619998769,0.6492537313432833
326,0.6642323790950058,0.649342891278375
327,0.6642739652134689,0.6494321578003585
328,0.6643157206521502,0.6495215311004783
329,0.6643576457083616,0.6496110113704368
330,0.6643997406798384,0.649700598802395
331,0.6644420058647406,0.6497902935889752
332,0.6644844415616591,0.6498800959232611
333,0.6645270480696066,0.6499700059988001
334,0.6645698256880282,0.6500600240096037
335,0.6646127747167955,0.65015015015015
336,0.664655895456208,0.6502403846153844
337,0.6646991882069966,0.6503307276007214
338,0.6647426532703209,0.6504211793020456
339,0.6647862909477726,0.6505117399157133
340,0.6648301015413713,0.6506024096385541
341,0.6648740853535725,0.6506931886678722
342,0.6649182426872609,0.6507840772014474
343,0.6649625738457546,0.6508750754375375
344,0.6650070791328055,0.650966183574879
345,0.6650517588526014,0.6510574018126886
346,0.6650966133097582,0.6511487303506649
347,0.6651416428093356,0.6512401693889895
348,0.6651868476568223,0.6513317191283291
349,0.6652322281581465,0.6514233797698363
350,0.6652777846196708,0.6515151515151513
351,0.6653235173481976,0.6516070345664037
352,0.665369426650967,0.6516990291262134
353,0.6654155128356541,0.6517911353976926
354,0.6654617762103765,0.6518833535844469
355,0.6655082170836933,0.6519756838905774
356,0.6655548357645965,0.6520681265206811
357,0.6656016325625274,0.6521606816798539
358,0.6656486077873599,0.6522533495736905
359,0.6656957617494197,0.6523461304082875
360,0.6657430947594671,0.6524390243902438
361,0.6657906071287075,0.6525320317266624
362,0.6658382991687919,0.6526251526251524
363,0.6658861711918136,0.65271838729383
364,0.6659342235103114,0.6528117359413201
365,0.6659824564372692,0.6529051987767583
366,0.6660308702861172,0.6529987760097917
367,0.6660794653707308,0.6530924678505816
368,0.666128242005435,0.6531862745098037
369,0.6661772005050005,0.6532801961986511
370,0.6662263411846463,0.6533742331288341
371,0.6662756643600408,0.6534683855125842
372,0.6663251703473031,0.6535626535626533
373,0.6663748594629986,0.653657037492317
374,0.6664247320241478,0.653751537515375
375,0.6664747883482182,0.6538461538461536
376,0.6665250287531337,0.6539408866995072
377,0.6665754535572651,0.6540357362908195
378,0.6666260630794411,0.6541307028360048
379,0.6666768576389406,0.6542257865515112
380,0.6667278375554986,0.6543209876543208
381,0.6667778519012851,0.6544163063619518
382,0.6667778519012783,0.6545117428924597
383,0.6667778519012765,0.6546072974644401
384,0.6667778519012802,0.6547029702970295
385,0.6667778519012809,0.654798761609907
386,0.6667778519012808,0.6548946716232958
387,0.6667778519012774,0.6549907005579664
388,0.6667778519012817,0.6550868486352355
389,0.6667778519012837,0.6551831160769707
390,0.6667778519012798,0.6552795031055899
391,0.6667778519012826,0.6553760099440645
392,0.66677785190128,0.6554726368159203
393,0.6667778519012786,0.6555693839452394
394,0.6667778519012807,0.6556662515566624
395,0.6667778519012805,0.6557632398753892
396,0.6667778519012804,0.6558603491271819
397,0.666777851901278,0.6559575795383654
398,0.6667778519012801,0.6560549313358301
399,0.6667778519012838,0.656152404747033
400,0.6667778519012827,0.6562499999999998
401,0.6667778519012791,0.6563477173233269
402,0.6667778519012798,0.6564455569461826
403,0.6667778519012713,0.6565435190983091
404,0.6667778519012716,0.6566416040100248
405,0.6667778519012704,0.6567398119122255
406,0.6667778519012723,0.6568381430363863
407,0.6667778519012816,0.6569365976145636
408,0.666777851901268,0.6570351758793969
409,0.6667778519012715,0.6571338780641105
410,0.6667778519012686,0.6572327044025155
411,0.6667778519012701,0.6573316551290118
412,0.6667778519012708,0.6574307304785892
413,0.6667778519012685,0.6575299306868303
414,0.6667778519012719,0.6576292559899115
415,0.6667778519012675,0.6577287066246056
416,0.6667778519012678,0.6578282828282828
417,0.6667778519012678,0.6579279848389133
418,0.6667778519012681,0.6580278128950694
419,0.6667778519012705,0.6581277672359265
420,0.6667778519012703,0.6582278481012657
421,0.6667778519012707,0.6583280557314755
422,0.6667778519012719,0.6584283903675536
423,0.6667778519012703,0.6585288522511096
424,0.6667778519012705,0.6586294416243653
425,0.6667778519012708,0.6587301587301586
426,0.6667778519012734,0.6588310038119439
427,0.6667778519012698,0.658931977113795
428,0.6667778519012663,0.659033078880407
429,0.6667778519012657,0.6591343093570973
430,0.6667778519012721,0.6592356687898088
431,0.6667778519012713,0.6593371574251115
432,0.6667778519012728,0.6594387755102039
433,0.666777851901273,0.6595405232929162
434,0.666777851901274,0.6596424010217112
435,0.6667778519012655,0.6597444089456868
436,0.6667778519012659,0.6598465473145777
437,0.6667778519012714,0.6599488163787587
438,0.6667778519012677,0.6600512163892445
439,0.6667778519012694,0.6601537475976936
440,0.6667778519012685,0.6602564102564101
441,0.6667778519012614,0.6603592046183449
442,0.666777851901267,0.6604621309370986
443,0.6667778519012628,0.6605651894669234
444,0.6667778519012663,0.6606683804627248
445,0.6667778519012726,0.6607717041800643
446,0.6667778519012725,0.6608751608751606
447,0.6667778519012668,0.6609787508048937
448,0.6667778519012756,0.661082474226804
449,0.6667778519012731,0.6611863313990972
450,0.6667778519012685,0.661290322580645
451,0.666777851901273,0.6613944480309876
452,0.6667778519012736,0.6614987080103357
453,0.6667778519012633,0.6616031027795732
454,0.6667778519012739,0.6617076326002587
455,0.66677785190127,0.6618122977346277
456,0.6667778519012734,0.6619170984455958
457,0.6667778519012607,0.6620220349967594
458,0.6667778519012754,0.6621271076523992
459,0.6667778519012584,0.662232316677482
460,0.6667778519012603,0.6623376623376622
461,0.6667778519012636,0.6624431448992851
462,0.6667778519012764,0.6625487646293887
463,0.6667778519012579,0.6626545217957057
464,0.6667778519012698,0.6627604166666664
465,0.6667778519012577,0.6628664495114006
466,0.6667778519012703,0.6629726205997389
467,0.6667778519012767,0.6630789302022178
468,0.6667778519012676,0.6631853785900782
469,0.6667778519012776,0.6632919660352709
470,0.6667778519012616,0.6633986928104574
471,0.6667778519012796,0.6635055591890122
472,0.6667778519012666,0.6636125654450261
473,0.6667778519012666,0.663719711853307
474,0.666777851901273,0.6638269986893839
475,0.6667778519012683,0.663934426229508
476,0.6667778519012627,0.664041994750656
477,0.6667778519012798,0.6641497045305317
478,0.6667778519012598,0.6642575558475688
479,0.6667778519012725,0.6643655489809335
480,0.6667778519012657,0.6644736842105261
481,0.6667778519012704,0.6645819618169847
482,0.666777851901269,0.6646903820816863
483,0.6667778519012649,0.6647989452867501
484,0.666777851901265,0.6649076517150394
485,0.6667778519012694,0.6650165016501649
486,0.6667778519012691,0.6651254953764859
487,0.6667778519012642,0.6652346331791141
488,0.6667778519012649,0.6653439153439152
489,0.6667778519012645,0.6654533421575114
490,0.6667778519012645,0.6655629139072847
491,0.6667778519012652,0.6656726308813782
492,0.6667778519012656,0.6657824933687001
493,0.6667778519012701,0.6658925016589249
494,0.6667778519012653,0.6660026560424965
495,0.6667778519012659,0.6661129568106311
496,0.666777851901267,0.666223404255319
497,0.6667778519012674,0.6663339986693279
498,0.6667778519012698,0.6664447403462049
499,0.6667778519012684,0.6665556295802796
500,0.666777851901274,0.6666666666666665
501,0.6667778519012728,0.6665556295802796
502,0.6667778519012729,0.6664447403462049
503,0.666777851901273,0.6663339986693279
504,0.666777851901276,0.666223404255319
505,0.6667778519012715,0.6661129568106311
506,0.6667778519012727,0.6660026560424965
507,0.6667778519012729,0.6658925016589249
508,0.6667778519012721,0.6657824933687001
509,0.6667778519012774,0.6656726308813782
510,0.6667778519012723,0.6655629139072847
511,0.6667778519012718,0.6654533421575114
512,0.6667778519012774,0.6653439153439152
513,0.6667778519012721,0.6652346331791141
514,0.6667778519012771,0.6651254953764859
515,0.6667778519012735,0.6650165016501649
516,0.6667778519012734,0.6649076517150394
517,0.6667778519012785,0.6647989452867501
518,0.6667778519012776,0.6646903820816863
519,0.6667778519012743,0.6645819618169847
520,0.6667778519012735,0.6644736842105261
521,0.6667778519012755,0.6643655489809335
522,0.6667778519012912,0.6642575558475688
523,0.666777851901289,0.6641497045305317
524,0.6667778519012658,0.664041994750656
525,0.6667778519012779,0.663934426229508
526,0.6667778519012824,0.6638269986893839
527,0.6667778519012765,0.663719711853307
528,0.6667778519012765,0.6636125654450261
529,0.6667778519012886,0.6635055591890122
530,0.6667778519012714,0.6633986928104574
531,0.6667778519012776,0.6632919660352709
532,0.6667778519012779,0.6631853785900782
533,0.666777851901287,0.6630789302022178
534,0.6667778519012807,0.6629726205997389
535,0.6667778519012776,0.6628664495114006
536,0.6667778519012807,0.6627604166666664
537,0.6667778519012687,0.6626545217957057
538,0.666777851901287,0.6625487646293887
539,0.6667778519012744,0.6624431448992851
540,0.6667778519012713,0.6623376623376622
541,0.6667778519012694,0.662232316677482
542,0.6667778519012866,0.6621271076523992
543,0.6667778519012868,0.6620220349967594
544,0.6667778519012846,0.6619170984455958
545,0.6667778519012811,0.6618122977346277
546,0.6667778519012851,0.6617076326002587
547,0.6667778519012744,0.6616031027795732
548,0.6667778519012852,0.6614987080103357
549,0.6667778519012738,0.6613944480309876
550,0.6667778519012798,0.661290322580645
551,0.6667778519012844,0.6611863313990972
552,0.6667778519012874,0.661082474226804
553,0.6667778519012785,0.6609787508048937
554,0.6667778519012784,0.6608751608751606
555,0.666777851901287,0.6607717041800643
556,0.6667778519012775,0.6606683804627248
557,0.6667778519012749,0.6605651894669234
558,0.66677785190128,0.6604621309370986
559,0.6667778519012775,0.6603592046183449
560,0.6667778519012791,0.6602564102564101
561,0.6667778519012811,0.6601537475976936
562,0.66677785190128,0.6600512163892445
563,0.6667778519012831,0.6599488163787587
564,0.6667778519012799,0.6598465473145777
565,0.6667778519012817,0.6597444089456868
566,0.6667778519012861,0.6596424010217112
567,0.6667778519012851,0.6595405232929162
568,0.6667778519012784,0.6594387755102039
569,0.6667778519012837,0.6593371574251115
570,0.6667778519012847,0.6592356687898088
571,0.6667778519012778,0.6591343093570973
572,0.6667778519012777,0.659033078880407
573,0.6667778519012815,0.658931977113795
574,0.6667778519012857,0.6588310038119439
575,0.6667778519012841,0.6587301587301586
576,0.666777851901283,0.6586294416243653
577,0.6667778519012828,0.6585288522511096
578,0.6667778519012849,0.6584283903675536
579,0.6667778519012829,0.6583280557314755
580,0.6667778519012827,0.6582278481012657
581,0.6667778519012796,0.6581277672359265
582,0.6667778519012801,0.6580278128950694
583,0.6667778519012799,0.6579279848389133
584,0.6667778519012805,0.6578282828282828
585,0.66677785190128,0.6577287066246056
586,0.6667778519012799,0.6576292559899115
587,0.6667778519012807,0.6575299306868303
588,0.6667778519012801,0.6574307304785892
589,0.6667778519012802,0.6573316551290118
590,0.6667778519012816,0.6572327044025155
591,0.6667778519012826,0.6571338780641105
592,0.6667778519012838,0.6570351758793969
593,0.666777851901281,0.6569365976145636
594,0.6667778519012838,0.6568381430363863
595,0.6667778519012795,0.6567398119122255
596,0.6667778519012809,0.6566416040100248
597,0.6667778519012845,0.6565435190983091
598,0.6667778519012795,0.6564455569461826
599,0.6667778519012827,0.6563477173233269
600,0.6667778519012842,0.6562499999999998
601,0.6667778519012802,0.656152404747033
602,0.6667778519012839,0.6560549313358301
603,0.6667778519012847,0.6559575795383654
604,0.6667778519012829,0.6558603491271819
605,0.6667778519012811,0.6557632398753892
606,0.6667778519012832,0.6556662515566624
607,0.6667778519012831,0.6555693839452394
608,0.6667778519012832,0.6554726368159203
609,0.6667778519012839,0.6553760099440645
610,0.666777851901286,0.6552795031055899
611,0.6667778519012846,0.6551831160769707
612,0.6667778519012846,0.6550868486352355
613,0.6667778519012835,0.6549907005579664
614,0.6667778519012851,0.6548946716232958
615,0.6667778519012841,0.654798761609907
616,0.6667778519012849,0.6547029702970295
617,0.6667778519012855,0.6546072974644401
618,0.6667778519012805,0.6545117428924597
619,0.666777851901285,0.6544163063619518
620,0.6667278375555347,0.6543209876543208
621,0.6666768576389778,0.6542257865515112
622,0.6666260630794765,0.6541307028360048
623,0.6665754535573019,0.6540357362908195
624,0.6665250287531723,0.6539408866995072
625,0.666474788348255,0.6538461538461536
626,0.6664247320241853,0.653751537515375
627,0.6663748594630349,0.653657037492317
628,0.6663251703473398,0.6535626535626533
629,0.6662756643600783,0.6534683855125842
630,0.6662263411846837,0.6533742331288341
631,0.6661772005050365,0.6532801961986511
632,0.6661282420054715,0.6531862745098037
633,0.6660794653707693,0.6530924678505816
634,0.666030870286155,0.6529987760097917
635,0.6659824564373066,0.6529051987767583
636,0.6659342235103494,0.6528117359413201
637,0.6658861711918505,0.65271838729383
638,0.6658382991688292,0.6526251526251524
639,0.6657906071287444,0.6525320317266624
640,0.6657430947595036,0.6524390243902438
641,0.6656957617494561,0.6523461304082875
642,0.6656486077873984,0.6522533495736905
643,0.6656016325625632,0.6521606816798539
644,0.6655548357646354,0.6520681265206811
645,0.6655082170837294,0.6519756838905774
646,0.6654617762104138,0.6518833535844469
647,0.6654155128356904,0.6517911353976926
648,0.6653694266510033,0.6516990291262134
649,0.6653235173482371,0.6516070345664037
650,0.6652777846197084,0.6515151515151513
651,0.6652322281581836,0.6514233797698363
652,0.6651868476568598,0.6513317191283291
653,0.6651416428093718,0.6512401693889895
654,0.6650966133097964,0.6511487303506649
655,0.6650517588526377,0.6510574018126886
656,0.6650070791328421,0.650966183574879
657,0.6649625738457898,0.6508750754375375
658,0.664918242687299,0.6507840772014474
659,0.6648740853536099,0.6506931886678722
660,0.6648301015414086,0.6506024096385541
661,0.6647862909478095,0.6505117399157133
662,0.6647426532703575,0.6504211793020456
663,0.6646991882070346,0.6503307276007214
664,0.6646558954562451,0.6502403846153844
665,0.6646127747168314,0.65015015015015
666,0.6645698256880649,0.6500600240096037
667,0.6645270480696442,0.6499700059988001
668,0.6644844415616961,0.6498800959232611
669,0.6644420058647784,0.6497902935889752
670,0.6643997406798748,0.649700598802395
671,0.6643576457084002,0.6496110113704368
672,0.6643157206521862,0.6495215311004783
673,0.6642739652135059,0.6494321578003585
674,0.6642323790950424,0.649342891278375
675,0.6641909619999137,0.6492537313432833
676,0.6641497136316585,0.6491646778042957
677,0.6641086336942407,0.6490757304710791
678,0.664067721892048,0.6489868891537544
679,0.664026977929886,0.6488981536628944
680,0.6639864015129892,0.6488095238095235
681,0.6639459923470107,0.6487209994051157
682,0.6639057501380279,0.6486325802615932
683,0.6638656745925287,0.6485442661913248
684,0.6638257654174374,0.6484560570071258
685,0.6637860223200812,0.648367952522255
686,0.6637464450082181,0.6482799525504149
687,0.6637070331900194,0.6481920569057497
688,0.6636677865740735,0.6481042654028434
689,0.6636287048693895,0.6480165778567196
690,0.6635897877853922,0.64792899408284
691,0.6635510350319166,0.6478415138971022
692,0.6635124463192267,0.6477541371158391
693,0.6634740213579884,0.6476668635558179
694,0.6634357598592878,0.6475796930342382
695,0.6633976615346259,0.6474926253687313
696,0.6633597260959178,0.6474056603773582
697,0.6633219532554879,0.6473187978786091
698,0.6632843427260741,0.6472320376914016
699,0.6632468942208282,0.6471453796350792
700,0.663209607453312,0.6470588235294116
701,0.6631724821375009,0.6469723691945913
702,0.6631355179877763,0.6468860164512337
703,0.6630987147189303,0.6467997651203756
